92ZZ-oToFsK3Zq25TIkzpw,12293,-544,SurfaceProblem,CurbRamp,38
Evs-cluS4i2W1egGd153XA,12840,-551,CurbRamp,NoCurbRamp,59
pFHXVMIkzEg6HZvnekXwkA,826,-478,Obstacle,NoCurbRamp,53
xknXWuoxVvX58NGN6sJ2vQ,361,-326,Obstacle,NoCurbRamp,63
Y8my1cju0ZJm790K50k4yQ,6377,-1022,Obstacle,NoCurbRamp,61
3LiW0bdUiOQ8WLu38s2OEw,6611,-1135,NoCurbRamp,CurbRamp,36
-E5BPxO3cbnDFLEmdC4jLA,11235,-689,NoCurbRamp,Obstacle,70
b_oAXeqgQXNskG-vg5PiVQ,5133,-190,Obstacle,Obstacle,66
6WbY_F4cHQF3KGel39vcQw,7272,-720,SurfaceProblem,NoCurbRamp,61
8gTj6xw9o2WLpiBv6RII4A,11956,-1040,CurbRamp,NoCurbRamp,52
S8AayapUV3yoGfr3yAJArQ,11140,-490,Obstacle,Obstacle,63
lUllc_bkAnZ145agnrLU9w,6021,-727,CurbRamp,Obstacle,57
m_ieg5SdzQJOq5ktPTd4Vw,4044,-754,Obstacle,NoCurbRamp,38
IFNOhPDdL1TzZihIu1B0Xw,10387,-735,CurbRamp,SurfaceProblem,55
Y7TcC9o_qgl-XI15vT8zsg,3581,-1078,SurfaceProblem,NoCurbRamp,61
OOKrJTBWOBrGyv-rlK5HvA,2350,-310,SurfaceProblem,Obstacle,42
ZOnhx4CKT_8HuCDg7PldCg,3606,-450,NoCurbRamp,NoCurbRamp,36
aRBv6J1fZut0D40jKVm0IQ,5383,-417,SurfaceProblem,NoCurbRamp,53
1ra26Y1B3BEYLYk4HpzdVA,8593,-110,CurbRamp,Obstacle,51
lzHvLmTMWSlovYrTt664nA,5242,-253,CurbRamp,Obstacle,56
VXEcEB6Lc3KvjCMm-u8q6w,11341,-367,CurbRamp,CurbRamp,55
DF4VBwDNJeFEg80MG6WL-A,8869,-703,NoCurbRamp,CurbRamp,38
XCMfcaJBQh62Et0vM28iDA,8836,-1100,CurbRamp,Obstacle,41
nOD_DRhUM2Z56TIo7R476g,5115,-510,CurbRamp,Obstacle,55
fILqT3EWJ_ZpezDigHJ-Aw,1644,-183,NoCurbRamp,NoCurbRamp,40
fz5xclCGUL9z1Oy-o3orFA,10572,-546,CurbRamp,CurbRamp,53
KCe4bSr7VfB-KnwE2M_x0g,12382,-397,CurbRamp,Obstacle,58
lnqOidrfYokO7MFMI2c3iA,10925,-426,CurbRamp,Obstacle,63
W0qmQ3j0Qk_xp0Dmwut8-w,8783,-1351,Obstacle,NoCurbRamp,35
7cwGTyrtV6yKUtHO6TmUew,1797,-671,NoCurbRamp,NoCurbRamp,74
kdjZ4vPq9a7UNbZckYLiDg,5795,-1145,SurfaceProblem,NoCurbRamp,50
WH5y40fxY27EWWCTk4ZAmQ,7036,-661,SurfaceProblem,SurfaceProblem,60
AqwNzjEXzE0LhxIln801Gg,973,-498,SurfaceProblem,SurfaceProblem,64
_NrfFLKvv2skzMzGtSA8eg,1916,-1046,SurfaceProblem,NoCurbRamp,39
3v1xeZNOZtkRCiHkbLy6vg,4801,-350,NoCurbRamp,NoCurbRamp,55
umvX0tiHwYwH1Rw4UjvliQ,7749,-623,SurfaceProblem,SurfaceProblem,53
fG8IfgmxxrrbToWxg1L50Q,13036,-63,NoCurbRamp,Obstacle,38
A-eM226LYCgGNB1WLubj8Q,3599,-639,CurbRamp,Obstacle,53
PzOPeytCwGHVzE9riznO8g,4887,-362,CurbRamp,NoCurbRamp,55
i-LUqgVdpJ_cJ2vx9YPXIw,4338,-616,CurbRamp,Obstacle,51
b_oAXeqgQXNskG-vg5PiVQ,11176,-255,CurbRamp,Obstacle,61
oTojcOLTvAojggMKbp3aVA,10336,-82,CurbRamp,Obstacle,56
w6S9rjM4jFovyfE3eUbEJw,8336,-481,CurbRamp,SurfaceProblem,53
C53067ydrIIbtOGk9Vb7Zw,3622,-477,CurbRamp,NoCurbRamp,58
wuk--sZ3fJyMsMo4tJuybg,822,-370,SurfaceProblem,NoCurbRamp,42
8HbLzG-rMJTBOqRK4-9kMw,4186,-447,CurbRamp,Obstacle,52
YML1g28gNTKqNWr_FuzzVg,3905,-319,CurbRamp,CurbRamp,54
53PJ9NuERcvfRvPwoRIkUQ,741,-290,NoCurbRamp,CurbRamp,36
3ZqzG78yCvMxWjtsbS4sUA,3356,-459,CurbRamp,Obstacle,53
idYCvlxAe29SD5bymWo-7w,6301,-1042,Obstacle,Obstacle,41
YYphuyoJuOKXQ5SKeDNLZw,10465,-1160,CurbRamp,NoCurbRamp,57
3jo9effBj2LY8YhhN-cM1g,7906,-722,CurbRamp,CurbRamp,57
WEUDr7EXfm12sFX5GuLMsQ,11701,-830,Obstacle,Obstacle,42
hiB-6nur86GL7noV8FBQ7A,4714,-612,NoCurbRamp,CurbRamp,41
4Czt4q0BsHpIvLTRccKRuQ,9507,-417,CurbRamp,Obstacle,52
w9usHsbjlcybFxN9oCt0pw,328,-747,Obstacle,SurfaceProblem,51
TAXvIxk32jZs4m7rDQB6sw,6114,-126,Obstacle,SurfaceProblem,54
y3Y2-dz1rtZpCqH0W-Odyw,4762,-526,NoCurbRamp,Obstacle,46
ptrNt10ADQs8SFk3M3RZnQ,8528,-420,Obstacle,NoCurbRamp,57
3v1xeZNOZtkRCiHkbLy6vg,6829,-806,SurfaceProblem,NoCurbRamp,60
-BPVTwhyTejjLbIJiUVYIQ,1765,-1197,NoCurbRamp,NoCurbRamp,55
ZdFD4aCWW9BzUczhR_cYcg,3010,-327,CurbRamp,NoCurbRamp,51
aP5ZY6IHE3lziMBQQutnVg,11683,-313,CurbRamp,NoCurbRamp,52
uWeUW5_6iPK6byT3j0P3Bw,1366,-541,SurfaceProblem,SurfaceProblem,61
DFP9uhHeelqFSYylqXgRVw,1295,-320,CurbRamp,SurfaceProblem,58
Z77IZcLuOgthuvbuUQSHhw,4205,-326,Obstacle,Obstacle,54
2A6p50LemUj6YuJYRTcoOA,8668,-730,Obstacle,NoCurbRamp,38
harr10Xm1B_Zuh0B3jfCDg,12777,-250,CurbRamp,NoCurbRamp,54
TnANORuEWpEMc44k-EpN1Q,12989,-678,NoCurbRamp,CurbRamp,54
beLMrsImJf56aWHZ8tTTcg,8243,-732,CurbRamp,NoCurbRamp,56
hxvyzDJJpysNtJUSqylkmA,8186,-1193,CurbRamp,Obstacle,68
ZWhFu6Jd25gnr5E9NsGpog,2233,-360,Obstacle,NoCurbRamp,60
harr10Xm1B_Zuh0B3jfCDg,1371,-297,CurbRamp,NoCurbRamp,63
LcHHGFemEOr-NGieevZOUQ,2944,-511,CurbRamp,CurbRamp,50
VlSaYYX6c0isNQaQW3GvRA,1239,-219,CurbRamp,NoCurbRamp,65
md8PvNjMGRPwmRfD8dA-aQ,4198,-540,CurbRamp,CurbRamp,62
jCAimau0IoExc3RWWzR1Cw,5371,-1853,Obstacle,NoCurbRamp,39
GFsVYUuwTTskt9Q-4MBDhw,8855,-203,CurbRamp,NoCurbRamp,60
VWa0zg4Hiyt3wpTnm9zJOA,5676,-347,Obstacle,SurfaceProblem,55
ZdFD4aCWW9BzUczhR_cYcg,4431,-173,CurbRamp,NoCurbRamp,58
vplluXNegJ023LVA-ZWITA,2628,-753,Obstacle,NoCurbRamp,54
vgWIpyO2xEL8ceVKK8u4QA,8247,-448,CurbRamp,NoCurbRamp,53
uLCrWTPpxr9o-8QTlYD2eg,1952,-332,SurfaceProblem,NoCurbRamp,58
1e_StI4APE6fXKns5zT-Lg,12816,-702,SurfaceProblem,CurbRamp,53
vmbTc-6wsYazrjywh5xnUw,1582,-873,NoCurbRamp,NoCurbRamp,73
BGO76OfaoW-hvkHw10nUXA,7803,-1977,CurbRamp,NoCurbRamp,50
0no78auheYicGhsVYTPnhw,2027,-685,Obstacle,Obstacle,53
K3mMEOdiokYVBJgj2gT0_w,5093,-1436,SurfaceProblem,NoCurbRamp,38
N5EM7XpRtIGlYqDYfJjhMQ,12085,-377,CurbRamp,Obstacle,52
YAZ7bJX-58uxzKbBW5o7yA,11987,-417,CurbRamp,Obstacle,62
nJOmnRGzM8A1bIYuAnvYow,11834,-748,Obstacle,NoCurbRamp,40
8ejO_cSMwXwh0Q8ki0nfSQ,9737,-334,SurfaceProblem,SurfaceProblem,52
Uk86fxYrvpWMmbSAf87NkQ,11317,-483,Obstacle,Obstacle,53
g3I51iAXRxPxXdU3HFYwWw,4380,-314,CurbRamp,SurfaceProblem,52
30wSSwpQyfXG91DmzPtzXw,3472,-777,Obstacle,SurfaceProblem,40
JZRKM5-Fqxc4u1VDHhRRKQ,10534,-1105,CurbRamp,NoCurbRamp,58
QdoaF5I3yhDSUPdpO_r2WQ,4258,-710,SurfaceProblem,SurfaceProblem,53
e2igEVzzOCT_3c4Y0HdtJw,871,-1575,NoCurbRamp,CurbRamp,53
PAYp-c9220Jhw-McgD9mNg,12782,-541,CurbRamp,Obstacle,58
BQ4nNtY87IzppdYRJ2LZJA,11813,-502,Obstacle,SurfaceProblem,60
lk95zcW0edw2sZCB1rMPTA,12123,-498,CurbRamp,CurbRamp,54
kj_DbcwmV3Sp6la6HwH-Ng,1362,-346,CurbRamp,Obstacle,51
ytKx1ypO9LO1nKPI5N59MA,6911,-937,CurbRamp,NoCurbRamp,51
U-aA9ZXvFpX_IZLwNb-VRQ,10543,-659,CurbRamp,CurbRamp,65
D8bz3n8ehAvHsAB3rUDgXg,1377,-474,Obstacle,NoCurbRamp,63
TbnddpqaS4yDkFgxrQEK5Q,9081,-471,NoCurbRamp,NoCurbRamp,38
XakKhOcQsbn8S3CsWNvPaw,902,-1065,NoCurbRamp,CurbRamp,53
wuk--sZ3fJyMsMo4tJuybg,9688,-662,NoCurbRamp,NoCurbRamp,50
7MUGzvisqGPhkgU93ieBVA,12029,-227,SurfaceProblem,Obstacle,59
EX0bmrh4-6AyAwmOHoEjyA,12752,-773,CurbRamp,SurfaceProblem,65
bvvIMKzrQ_risKAzWEzzSg,740,-347,Obstacle,Obstacle,70
XQYW0DFkeikkZ0-m8EXQbA,6981,-318,SurfaceProblem,CurbRamp,53
Y36NiAizeHOC5aoF-yLfZg,1234,-606,Obstacle,Obstacle,56
Et9Zm3Esp8JS9UByHyDGww,9946,-432,CurbRamp,SurfaceProblem,53
vab8Pdz_crutOLFqS9r9Ew,8131,-447,Obstacle,NoCurbRamp,53
83L-ocDuy12i5LhZVr7s2w,11296,-448,NoCurbRamp,SurfaceProblem,37
Nn519oDdP3R5AfPB_zkqyQ,7545,-1285,SurfaceProblem,CurbRamp,52
3v1xeZNOZtkRCiHkbLy6vg,6097,-557,NoCurbRamp,NoCurbRamp,60
Y36NiAizeHOC5aoF-yLfZg,7286,-599,CurbRamp,Obstacle,54
3BS7-mHEMDQbQ1HfbPEK5Q,2356,-356,CurbRamp,CurbRamp,59
cw-0K7uRflKtVfwHFhUj-w,1041,-612,CurbRamp,CurbRamp,53
zuZ5LcUQ9sE1k3uWLnDrow,6818,-1004,SurfaceProblem,CurbRamp,52
9xsTtZ1Dbks_V3-EK6yjcg,1393,-279,CurbRamp,Obstacle,55
IfWzYEHcWFgEdUVrWJOtbQ,3302,-989,NoCurbRamp,NoCurbRamp,59
q9_3YA8GEGvv2lm2u6ldSw,6115,-262,SurfaceProblem,NoCurbRamp,41
qsfC_369GflaoLpmjRUUhw,3897,-617,NoCurbRamp,NoCurbRamp,39
ALA9Q-F1OTzGVtgPsTJkPw,1103,-226,CurbRamp,Obstacle,59
EhTLRzg6TtmIoY7RehxgpQ,5881,-742,CurbRamp,SurfaceProblem,40
EWazcRXx4rxAJN-uqRdT1g,12123,-403,Obstacle,Obstacle,46
cPj5Uu3gNiXStiUh0Q5c-Q,7921,-351,Obstacle,SurfaceProblem,42
uEMzLmZJ2lQ1eQqMErqZNg,13058,-557,CurbRamp,NoCurbRamp,52
dd2exQVRvH26Z-U9btR-tQ,10640,-725,Obstacle,NoCurbRamp,48
_qJ3EVMeORd6NuQeb2yDCg,13207,-935,SurfaceProblem,CurbRamp,37
yR51O4ESGrxvZxlaO6bi7A,4442,-165,CurbRamp,CurbRamp,54
erQFcbOWEsfSsqza0QubkA,11806,-490,Obstacle,SurfaceProblem,40
ybRw1WyjrsC9IqBMKl6a4A,7325,-460,CurbRamp,CurbRamp,59
YA0PXYFdpLl93NCVBvJd0w,6634,-419,Obstacle,CurbRamp,60
NTxx6KS8hoauz6LyhPNT-g,8029,-347,CurbRamp,CurbRamp,52
pWfbz2UIJDo0eI2gYgtChg,1366,-344,CurbRamp,CurbRamp,51
4rjkXMHmydAqD2G4eqYNYg,1544,-552,Obstacle,Obstacle,63
JKl0dvQHWiZfxdx-kVcp_w,8750,-1113,NoCurbRamp,SurfaceProblem,39
bqo8EPRqfyB_JuSxnoinLw,13007,-381,Obstacle,CurbRamp,57
C_VI7Urkz6UMbfog3Eo5vA,3954,-335,CurbRamp,NoCurbRamp,51
SzUNzkpyoigCgXD0knFj7Q,4751,-539,NoCurbRamp,SurfaceProblem,41
B0pGWoJv2Ree5Erm-sVRRg,7904,-427,CurbRamp,Obstacle,53
2BIF1kPQy6o7zHX7QelIoQ,1016,-600,CurbRamp,NoCurbRamp,56
dKC7lxGxB8MNWKOrDOpZsQ,10448,-1005,SurfaceProblem,SurfaceProblem,58
