yIjCeG9vHyugXd8xdKCFbg,1764,-826,Obstacle,CurbRamp,41.32
J8vEheZuJrSrviNpdcJSRA,5999,-432,CurbRamp,SurfaceProblem,56.63
uWEjysBSqnomKbCvfMl7oA,916,-402,SurfaceProblem,SurfaceProblem,53.09
YM4nAT7gM0aPdJxl0jW0fQ,4268,-515,CurbRamp,CurbRamp,53.98
JKH9aakPDCu6rwiEFIKLzQ,3518,-782,SurfaceProblem,CurbRamp,59.41
vkPzWZTa6gw9w7wFdjqVSg,6803,-441,CurbRamp,NoCurbRamp,53.68
5fVzqjMYpb6anEDjM45KQQ,9602,-749,CurbRamp,CurbRamp,51.73
QocVVHJBDHVrMFgke6QKjQ,1707,-523,NoCurbRamp,CurbRamp,51.54
r_Gd8yZB4Vz1m25qBjS7Rw,415,-532,CurbRamp,Obstacle,53.11
Zs3EDRVyofY0sHhektE9Ng,1500,-209,NoCurbRamp,Obstacle,43.94
pnKXyh9UE9wpt83xqbEyiA,3217,-886,Obstacle,NoCurbRamp,52.83
gym9tT_y6mwIGgRB0DBeIw,6841,-784,CurbRamp,NoCurbRamp,50.21
Uekwx1Ex2uVzyzPPYQRi6A,1170,-998,NoCurbRamp,CurbRamp,53.59
JnepRbIjpmkLkWMnCSvoAA,4129,-794,CurbRamp,CurbRamp,73.54
ZkFwmq8FUrikkoGQFXRrxw,12604,-201,CurbRamp,CurbRamp,42.92
LpxB5njKcDvNcabEMK2aLA,10554,-510,NoCurbRamp,NoCurbRamp,55.38
3IVdmHCc5ryGzLSjqzHErw,2737,-1229,NoCurbRamp,NoCurbRamp,62.28
iVpibSMib54SLGLka8TioA,5739,-755,CurbRamp,CurbRamp,52.73
fz5xclCGUL9z1Oy-o3orFA,5553,-469,NoCurbRamp,Obstacle,50.11
q5nIk6C0UYRzhDthZIhfiA,11301,-174,Obstacle,CurbRamp,62.45
pIPhijM5bbK-lDWwKd9e2A,7623,-810,NoCurbRamp,NoCurbRamp,60.5
_vzsCzYiuNyJmqG0H7tIjQ,8190,-332,CurbRamp,CurbRamp,54.75
Gk6gpUH71DepeZeUrzIlSg,5780,-790,Obstacle,CurbRamp,59.29
wi0ofDpeLx3wiDEO_gflVA,8190,-675,CurbRamp,CurbRamp,52.07
IVVACBNYutct4UiZjp0ojw,10783,-977,NoCurbRamp,CurbRamp,58.14
LsO4IQZWo6v_SB8MIg4QpQ,10924,-727,Obstacle,Obstacle,63.54
RT_mUsAu0XbQzZ5Pbf7BkA,548,-259,Obstacle,CurbRamp,54.16
xz1RQCZodcn1pCjTshdovA,11864,-314,Obstacle,CurbRamp,58.69
jpn0VX8KuyYDmJxn7UtV7A,5871,-1007,NoCurbRamp,CurbRamp,71.28
vo3o4QiV0Rf-xf0oBhA-9Q,1598,-495,SurfaceProblem,CurbRamp,39.14
8Et20D3ub6zz54bRdaEA-g,1338,-647,Obstacle,CurbRamp,72.8
EbudY_PYO1iNQGTxO_7WgQ,7945,-390,CurbRamp,CurbRamp,56.17
RGcGOgVLbFsLJvqOqQhSQg,8697,-642,CurbRamp,NoCurbRamp,66.5
qI0PlVM53V9CS49maoHDTg,9577,-366,CurbRamp,CurbRamp,51.07
lEquEgpjxli2eo9RHUISWw,9705,-679,NoCurbRamp,CurbRamp,54.16
8oXpXmmrICNmJrWIVvj0OA,1711,-622,CurbRamp,SurfaceProblem,59.77
X5r7MH2VXa3Ik916UKagqw,6855,-397,Obstacle,SurfaceProblem,56.12
qUWGQcpi6Wfp0hHgbMaP1Q,6574,-478,SurfaceProblem,NoCurbRamp,57.87
WKcrPmBdIK-yFfSMDMXj-w,2876,-316,Obstacle,NoCurbRamp,67.38
CKLP4BdGajqhLSDaSk4ngw,2748,-372,NoCurbRamp,NoCurbRamp,52.94
oqRMN7joB7d6FEvhcQ1iqQ,4574,-564,CurbRamp,SurfaceProblem,52.57
HBCLjtl5qXSOOJ_Ojfj36Q,9125,-737,NoCurbRamp,CurbRamp,53.43
vv7VxUudWZKrZ1qBQ5MYHw,2353,-567,CurbRamp,NoCurbRamp,55.92
TQuLd6Vx8Fry5m95eQK3MQ,11627,-661,CurbRamp,NoCurbRamp,54.81
iVpibSMib54SLGLka8TioA,518,-486,CurbRamp,CurbRamp,80.52
nmfhBecANPyHGiiIQqQrhQ,2444,-328,NoCurbRamp,CurbRamp,53.85
TBA-2sJ8SrfDKy7CG8LRAw,5391,-788,Obstacle,SurfaceProblem,65.2
uwmjGsqTKWbnzV4_v05YIw,12497,-493,NoCurbRamp,NoCurbRamp,50.2
iD30DDSgAzTfy_576HOocA,5029,-658,CurbRamp,NoCurbRamp,57.3
eULEAxUyT7NSM7t8B4i4mA,12856,-500,CurbRamp,NoCurbRamp,54.64
3EN1IyBkiFxctRZV0fUjKw,10737,-1058,SurfaceProblem,NoCurbRamp,39.24
u1zqdpd9uMk0NnZ6tPZubA,1039,-1378,NoCurbRamp,NoCurbRamp,66.36
N7QgC1-5Gk3YcElI4an_Wg,2860,-720,SurfaceProblem,CurbRamp,56.32
NEyHHYz-a-xWqL5QOxSn_g,8679,-582,CurbRamp,NoCurbRamp,53.19
wZUVjeQcBaXDyAOeJ-3Usg,5581,-580,CurbRamp,SurfaceProblem,56.93
nQixX696T5uFY8KQaPmMHQ,9327,-360,Obstacle,CurbRamp,60.76
NSkRe1E0I1QlENclY4beZg,7684,-547,NoCurbRamp,CurbRamp,79.84
cokQWi7PEKKEK1yHDCT_Lw,13236,-493,Obstacle,CurbRamp,54.02
wzMhN-OOmTSC4-ynjzv-5A,8101,-489,CurbRamp,CurbRamp,51.33
Q2_p8s6wN2b2P0xhrJ6wSg,8435,-303,SurfaceProblem,CurbRamp,45.21
s-QXWXaR5XU9pqjlxyT53Q,5001,-527,SurfaceProblem,NoCurbRamp,38.98
p8QgPjt-rSKj8uv8lWcHyQ,3162,-612,CurbRamp,CurbRamp,67.48
-iynCaTGRX93YEaPSohiUg,1857,-202,Obstacle,CurbRamp,58.52
2IXKA8Lo-Xz6bz3_dPS6wA,12520,-336,Obstacle,NoCurbRamp,52.76
0f3nU04WKyb78QATmSJsYA,1208,-927,Obstacle,CurbRamp,31.84
xe3UHTWPN3lXsODOg_uOpw,2908,-653,CurbRamp,CurbRamp,60.63
uYi9YKJFWCACSX2pYlozRQ,5498,-486,SurfaceProblem,NoCurbRamp,36.21
0nJuy_NUc_XAluIVZgHzSg,10062,-337,SurfaceProblem,NoCurbRamp,51.63
YzGarsOmEMi39bwl1TM1sQ,2065,-1092,NoCurbRamp,CurbRamp,67.04
mBKNTUwdxSTX4txoAN0bBw,2128,-544,CurbRamp,CurbRamp,54.45
PzOPeytCwGHVzE9riznO8g,12746,-390,CurbRamp,CurbRamp,50.24
iADqUa23eP8CpawHCRbUwQ,2694,-758,NoCurbRamp,NoCurbRamp,67.18
fJNqTpexLGivPcbQMn6j1Q,3566,-742,Obstacle,CurbRamp,68.36
fFMB70DOhYKI5BfPd_UD7Q,7012,-404,CurbRamp,CurbRamp,64.78
SrH3qGVydc6-HDiQR_TCFA,3817,-431,CurbRamp,CurbRamp,52.01
cAH9XNYW9Lhzfqe38vglFg,5860,-1730,NoCurbRamp,NoCurbRamp,54.14
m8JdrN7g6CR32k7V2j4ypw,10915,-880,NoCurbRamp,CurbRamp,58.76
U2xl0saG-1o1xItsRcYF1g,4334,-599,NoCurbRamp,Obstacle,57.61
fgDgitqltuT99seQbHeMSw,4918,-520,NoCurbRamp,Obstacle,54.25
4oOGyef3X3vHaRKrhX34VQ,7292,-359,NoCurbRamp,CurbRamp,58.06
7GzBpp4H1L-iuwOKnlD75w,8146,-966,Obstacle,CurbRamp,42.04
5b78rj44wA4Xx4DoGyG5Uw,11875,-268,CurbRamp,CurbRamp,72.61
AqQn0Mm0QFkgrkXEy3Vw5Q,4595,-542,CurbRamp,CurbRamp,50.16
grzVcDgvW0gAONmdNmjV7A,7246,-761,SurfaceProblem,NoCurbRamp,65.16
mMaVhpUkGuNEOXU9nkp4pg,11644,-428,CurbRamp,NoCurbRamp,52.27
HLFGTnlrtkwinFkgLJo3Sw,5048,-369,SurfaceProblem,NoCurbRamp,50.65
MBv8gg1mkO_V3CVerJyCdw,4344,-625,NoCurbRamp,CurbRamp,51.69
mzpwva2TpQ-ItBNJ8CGaKQ,11323,-246,CurbRamp,Obstacle,58.31
Ss1eO5swy-KPlc8PH0k6jQ,1341,-658,Obstacle,Obstacle,66.73
zCnNfYRcfWztpSPqBdv-eA,10231,-876,CurbRamp,NoCurbRamp,42.14
fgIFq3PGBgpFzilNXh021A,6279,-995,CurbRamp,CurbRamp,51.61
w-Z3-9gyxP9LELwKnnT8hw,3527,-471,NoCurbRamp,CurbRamp,44.87
_pYmgGzIbtOMMK8vXo_t1w,4862,-494,NoCurbRamp,NoCurbRamp,80.65
LSqE1dN5esLkEEKQN485-w,4254,-230,CurbRamp,Obstacle,52.11
dawrUBqWZVQOkVRF3B39gg,12833,-514,SurfaceProblem,Obstacle,40.94
KJSexkkTG6jaX3mIrx_IDQ,5704,-910,NoCurbRamp,NoCurbRamp,61.71
Q-Ql9rxp4pwTwSGpqE2AgQ,8827,-408,CurbRamp,Obstacle,57.57
gx_BDuycwGt4OlrObqamHQ,7250,-478,CurbRamp,CurbRamp,51.15
zkXOb6nI-I6EIoUVYkoeZA,1604,-460,CurbRamp,CurbRamp,53.0
2eiO7SKj2Z8jotgbRLbMKQ,4660,-941,Obstacle,CurbRamp,58.77
6eIpia_LBYq9eYVZHrrr8Q,506,-475,SurfaceProblem,SurfaceProblem,59.15
QuqSofWaOwt-BrhXim71Gg,6267,-650,NoCurbRamp,NoCurbRamp,61.51
_tRAfCvl_Ffq_ojGtma-Rg,3956,-844,Obstacle,NoCurbRamp,37.52
vvRDTg60mfXnO_tkKrawZQ,9508,-857,SurfaceProblem,CurbRamp,39.2
LykmnCUlRqATdl0bU4hE2Q,6537,-579,Obstacle,SurfaceProblem,57.87
X4pxMykH8dwCA1fmi77-WA,11562,-508,CurbRamp,CurbRamp,50.58
1JBETzeiOxRJtTElzZ8r_w,5498,-698,CurbRamp,CurbRamp,51.97
353u2q8NwvImpQJ8Ap56ug,3503,-547,NoCurbRamp,NoCurbRamp,53.75
Mx82i-qhR96S9TFKH2VJZA,2040,-520,NoCurbRamp,NoCurbRamp,79.96
5gLjR46huBjF9eCaA-P6aQ,6901,-689,NoCurbRamp,NoCurbRamp,64.62
Unu29Ijz7uQcFEeOPI7cBQ,7836,-583,CurbRamp,CurbRamp,66.72
z10-b9g8gy2eTbqgHdRQow,3356,-561,Obstacle,CurbRamp,43.47
fzy_4fdtEvnyOx8KYiTGDA,6998,-893,NoCurbRamp,CurbRamp,60.02
GYKJ3BBOjvAtlC5Z9pfuhQ,2272,-365,SurfaceProblem,SurfaceProblem,56.16
LLeBWbklFhPtht8qIO8bIA,11168,-236,CurbRamp,CurbRamp,53.76
iol7e_akELYZdKAOOMFzJQ,3010,-515,Obstacle,CurbRamp,53.02
brpZUd0jCkvYSWvaA37-DQ,5375,-634,NoCurbRamp,NoCurbRamp,70.16
ZQryNoU6yF-C6DsDV-0BJA,11881,-418,NoCurbRamp,SurfaceProblem,60.72
PAS6Q6XVL3zBlLovGtwhJQ,8966,-617,CurbRamp,CurbRamp,51.01
B78mJBt7C6-y3bu6u2Q44w,1636,-509,NoCurbRamp,NoCurbRamp,67.38
YJnUd5LDptaEQhXRKLZy-A,6242,-933,Obstacle,NoCurbRamp,58.1
m6gAOR8BE6zDq9uOClp-aA,10262,-401,NoCurbRamp,NoCurbRamp,67.84
QF-jUryl9GUZ3GYJ36uvCA,2643,-996,SurfaceProblem,CurbRamp,54.59
Sx0plOoch9I0Bf9I37ODSw,10191,-487,CurbRamp,CurbRamp,63.74
trLxUNyN32h2ue6NyfvmhA,12174,-307,CurbRamp,CurbRamp,56.32
957uGgDYk8STM1CvH3yZFg,7678,-306,CurbRamp,CurbRamp,55.29
xLU5bmpVjYRDXYatktm9mQ,10213,-476,NoCurbRamp,CurbRamp,55.44
DZqzCNz9pF6ZMEoTYgeg5Q,6497,-985,Obstacle,CurbRamp,67.25
Ri26cKmZEL9eHNxnDbE0Fw,6535,-797,CurbRamp,CurbRamp,51.8
zAsWqSJS0PWV2Yzx_ZObzA,2043,-291,SurfaceProblem,NoCurbRamp,52.35
0ssK1J4FFOk4aMwLhvSRgg,1524,-620,NoCurbRamp,NoCurbRamp,57.33
EOd2NucpYOJCgw5gLnjWUQ,2927,-488,SurfaceProblem,NoCurbRamp,57.72
FV-sxhd-Ah3m4LFW-sgwrA,11477,-805,CurbRamp,Obstacle,54.56
