3TO1sxavsQLIliltuPh5yw,11183,-514,Obstacle,CurbRamp,64
3TO1sxavsQLIliltuPh5yw,9057,-602,CurbRamp,CurbRamp,51
2zMHlmqFF6V2SHqueb1fZA,595,-510,SurfaceProblem,SurfaceProblem,56
jQdLwvjVMqab7AAsMcrVQA,1305,-411,CurbRamp,CurbRamp,62
jQdLwvjVMqab7AAsMcrVQA,3860,-775,SurfaceProblem,CurbRamp,42
jQdLwvjVMqab7AAsMcrVQA,5378,-1048,CurbRamp,CurbRamp,64
jQdLwvjVMqab7AAsMcrVQA,9071,-705,NoCurbRamp,CurbRamp,37
jQdLwvjVMqab7AAsMcrVQA,9732,-544,CurbRamp,CurbRamp,52
jQdLwvjVMqab7AAsMcrVQA,600,-391,CurbRamp,CurbRamp,57
lk95zcW0edw2sZCB1rMPTA,12710,-408,CurbRamp,CurbRamp,54
lk95zcW0edw2sZCB1rMPTA,12123,-498,CurbRamp,CurbRamp,54
hYEH3dM1ydGeOvU7l906_A,7995,-401,Obstacle,CurbRamp,58
hYEH3dM1ydGeOvU7l906_A,11453,-997,SurfaceProblem,SurfaceProblem,53
bV4C_Q1VLnHuAnCl0C5n6g,70,-640,Obstacle,Obstacle,74
7Y3UweyyZqDYGrFaXYUyUA,6474,-1402,Obstacle,Obstacle,56
9l6MO0OP2_Pxuyd-dbeuZg,8175,-1308,SurfaceProblem,SurfaceProblem,54
48JKHgwep8fxH0FYOrDxIg,8152,-1213,Obstacle,SurfaceProblem,63
48JKHgwep8fxH0FYOrDxIg,6836,-1381,SurfaceProblem,SurfaceProblem,64
48JKHgwep8fxH0FYOrDxIg,5307,-1119,SurfaceProblem,SurfaceProblem,60
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,63
xtLnOVoyuXQoLpHgaC1T5g,1424,-920,CurbRamp,CurbRamp,53
xtLnOVoyuXQoLpHgaC1T5g,6038,-1530,CurbRamp,CurbRamp,69
iKQUgAy3Qng_G5aAZrrAqQ,2232,-628,CurbRamp,CurbRamp,54
iKQUgAy3Qng_G5aAZrrAqQ,2393,-469,CurbRamp,CurbRamp,55
gyFuxqdBmrjXpxMkvJLUnA,4834,-1333,NoCurbRamp,CurbRamp,36
gyFuxqdBmrjXpxMkvJLUnA,3771,-840,NoCurbRamp,CurbRamp,28
gyFuxqdBmrjXpxMkvJLUnA,2045,-238,CurbRamp,CurbRamp,57
gyFuxqdBmrjXpxMkvJLUnA,11460,-377,CurbRamp,CurbRamp,51
gyFuxqdBmrjXpxMkvJLUnA,11916,-268,CurbRamp,NoCurbRamp,58
gyFuxqdBmrjXpxMkvJLUnA,11827,-199,Obstacle,CurbRamp,64
gyFuxqdBmrjXpxMkvJLUnA,909,-188,Obstacle,CurbRamp,53
53PJ9NuERcvfRvPwoRIkUQ,5699,-564,CurbRamp,CurbRamp,50
53PJ9NuERcvfRvPwoRIkUQ,8044,-525,CurbRamp,CurbRamp,53
53PJ9NuERcvfRvPwoRIkUQ,9166,-433,Obstacle,CurbRamp,55
53PJ9NuERcvfRvPwoRIkUQ,11360,-347,Obstacle,CurbRamp,66
53PJ9NuERcvfRvPwoRIkUQ,12152,-267,Obstacle,CurbRamp,56
53PJ9NuERcvfRvPwoRIkUQ,741,-290,NoCurbRamp,CurbRamp,36
53PJ9NuERcvfRvPwoRIkUQ,1417,-251,Obstacle,Obstacle,54
XGSiU6m3bAhqEwoZtgrSEg,12035,-879,CurbRamp,CurbRamp,51
XGSiU6m3bAhqEwoZtgrSEg,2131,-395,CurbRamp,CurbRamp,55
XGSiU6m3bAhqEwoZtgrSEg,10529,-325,Obstacle,CurbRamp,52
TnANORuEWpEMc44k-EpN1Q,12989,-678,NoCurbRamp,CurbRamp,54
TnANORuEWpEMc44k-EpN1Q,10695,-317,CurbRamp,CurbRamp,55
TnANORuEWpEMc44k-EpN1Q,10221,-267,CurbRamp,CurbRamp,53
4gQPTKnVWtTrdCF7HXPANg,2775,-971,CurbRamp,CurbRamp,54
4gQPTKnVWtTrdCF7HXPANg,9747,-522,CurbRamp,CurbRamp,55
4gQPTKnVWtTrdCF7HXPANg,9376,-341,CurbRamp,CurbRamp,52
4gQPTKnVWtTrdCF7HXPANg,9449,-324,CurbRamp,Obstacle,51
prMAsZ283Q-GBpPv9OA2IQ,4708,-411,Obstacle,NoCurbRamp,53
prMAsZ283Q-GBpPv9OA2IQ,5160,-376,SurfaceProblem,NoCurbRamp,34
prMAsZ283Q-GBpPv9OA2IQ,7370,-503,NoCurbRamp,NoCurbRamp,63
prMAsZ283Q-GBpPv9OA2IQ,8236,-497,CurbRamp,NoCurbRamp,51
prMAsZ283Q-GBpPv9OA2IQ,10876,-574,SurfaceProblem,NoCurbRamp,56
prMAsZ283Q-GBpPv9OA2IQ,11455,-543,CurbRamp,NoCurbRamp,55
prMAsZ283Q-GBpPv9OA2IQ,1254,-758,Obstacle,NoCurbRamp,59
prMAsZ283Q-GBpPv9OA2IQ,2556,-653,Obstacle,NoCurbRamp,54
sPYP6S60xuD2gJ2LDe8w3g,5836,-1120,NoCurbRamp,NoCurbRamp,63
sPYP6S60xuD2gJ2LDe8w3g,6747,-818,NoCurbRamp,NoCurbRamp,61
sPYP6S60xuD2gJ2LDe8w3g,13103,-979,NoCurbRamp,NoCurbRamp,64
sPYP6S60xuD2gJ2LDe8w3g,12397,-670,CurbRamp,NoCurbRamp,60
Ebfc5SEgnQhFobNGWu6PWg,8395,-505,SurfaceProblem,CurbRamp,53
Ebfc5SEgnQhFobNGWu6PWg,11472,-662,SurfaceProblem,NoCurbRamp,55
